Артикул;Наименование;Краткое описание;Имя картинки;Подробное описание;Кол-во картинок;Остаток;Цена1;Цена2;Цена3;Цена4;Цена5;Вес;Ед.измерения;ISO;Category ID;Parent;Parameter1;Parameter2;Характеристика;Значение
ps_884;"Воздушный фильтр для двигателей Subaru EX17 и EX21";;;;0;0;;;;;;0;;RUR;minka000069;;;7;
