Артикул;Наименование;Краткое описание;Имя картинки;Подробное описание;Кол-во картинок;Остаток;Цена1;Цена2;Цена3;Цена4;Цена5;Вес;Ед.измерения;ISO;Category ID;Parent;Parameter1;Parameter2;Характеристика;Значение
minka000248;"Воздушный фильтр  R&S 277-32611-07. EX13. EX 17.  EX21";;;;0;7;;;;;;0;;RUR;minka001465;;;7;
ps_884;"Воздушный фильтр для двигателей Subaru EX17 и EX21";;;;0;0;380.00;;;;;;шт;RUR;minka000069;;;7;
minka000313;"Элемент воздушного фильтра RS 277-32611-07";;;;0;1;;;;;;0;;RUR;minka000069;;;;
