Артикул;Наименование;Краткое описание;Имя картинки;Подробное описание;Кол-во картинок;Остаток;Цена1;Цена2;Цена3;Цена4;Цена5;Вес;Ед.измерения;ISO;Category ID;Parent;Parameter1;Parameter2;Parameter3;Характеристика;Значение
112857;"Электрическая газонокосилка AL-KO Comfort 34 E";;;;0;8;8490.00;;;;;;шт;RUR;minka001476;;11990;8;1;
