Код ID;Наименование;Краткое описание;Маленькая картинка;Подробное описание;Большая картинка;Склад;Цена1;Цена2;Цена3;Цена4;Цена5;Вес;Артикул;Кaтегория ID; Доп. каталоги;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение
;Бензиновый самоходный снегоуборщик Tsunami STA 6555 MW;;/UserFiles/Image/img337_29222s.jpg;;/UserFiles/Image/img337_29222.jpg;99;24000;0;0;0;0;0;;60;;Размерность колес;38x11 см;Дальность выброса снега, м;до 9;Ширина захвата, мм;550;Двигатель;Loncin;Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;182;Тип снегоуборщика;двухконтурный;Макс. мощность, л.с.;6,5;Диаметр шнека, мм;305;Количество передач;5+2;Тип топлива;АИ-92;Стартер;тросовый;Сухая масса, кг;;Производитель;Tsunami, Китай;;;;
