Код товара;Артикул;Наименование;Цена1;Цена2;Цена3;Цена4;Цена5;Новинка;Спецпредложение;Склад;Вес;Сортировка
212;;"Мотопомпа Lianlong LL HW 51A";16100;0;0;0;0;0;0;99;0;0
213;;"Бензиновая мотопомпа для грязной воды Lianlong LL TW 30";11500;0;0;0;0;0;0;99;0;0
214;;"Мотопомпа Hitachi A25EB";8300;0;0;0;0;0;0;99;0;0
215;;"Мотопомпа Hitachi A160EA";14500;0;0;0;0;0;0;99;0;0
216;;"Бензиновый генератор Lianlong LL 2,5 GF-3A";12150;0;0;0;0;0;0;99;0;0
217;;"Бензиновый генератор Lianlong LL 4,0 GF-3A";16900;0;0;0;0;0;0;99;0;0
227;;"Дополнительный комплект культиваторов МБ";2140;0;0;0;0;0;0;97;5;0
228;;"Дополнительный комплект культиваторов МКМ-3 Lander, Салют";1840;0;0;0;0;0;0;95;6;0
229;;"Нож культиватора - 1 шт. (левый;правый) МКМ-3 Lander, Салют";100;0;0;0;0;0;0;191;0.3;0
230;;"Шплинт (стопор) фрезы, колеса для мотоблоков SPLR 1038";100;0;0;0;0;0;0;99;0.03;-1
231;;"Полольники для мотоблоков МКМ-3 Lander, Салют, Крот";1680;0;0;0;0;0;0;93;5;0
232;;"Сцепка СВ-1/1 для мотоблоков типа МБ и МКМ-3 Lander";1120;0;0;0;0;0;0;98;4;0
233;;"Сцепка СВ-1/1 для мотоблоков Агрос, МТЗ Беларус";1440;0;0;0;0;0;0;99;5.5;0
234;;"Рама с двумя замками СВ-1/1 для мотоблоков";1280;0;0;0;0;0;0;96;6;0
235;;"Рама с двумя замками СУ-4 для адаптера";1280;0;0;0;0;0;0;98;6;0
236;;"Сцепка База-2 для мотоблоков типа МБ и МКМ-3 Lander";740;0;0;0;0;0;0;99;2.5;0
237;;"Сцепка База для мотоблоков Салют, Фаворит";740;0;0;0;0;0;0;98;2.5;0
238;;"Сцепка МК-100";640;0;0;0;0;0;0;99;0;0
239;;"Сцепка МКМ-75";640;0;0;0;0;0;0;99;0;0
240;;"Сцепка Крот";600;0;0;0;0;0;0;97;1.4;0
241;;"Грунтозацепы 600 мм для мотоблоков МКМ-3, Салют";2880;0;0;0;0;0;0;97;18;10
242;;"Грунтозацепы 425x200 мм для мотоблоков МКМ-3, Салют";2720;0;0;0;0;0;0;99;18;8
243;;"Грунтозацепы 500x200 мм для мотоблоков МКМ-3, Салют";3120;0;0;0;0;0;0;99;18;9
244;;"Грунтозацепы 460x160 мм для мотоблоков МКМ-3, Салют";2720;0;0;0;0;0;0;96;15;7
245;;"Грунтозацепы 425 мм для мотоблоков МКМ-3, Салют";2160;0;0;0;0;0;0;99;15;6
246;;"Грунтозацепы 500 мм для мотоблоков МКМ-3, Салют";2480;0;0;0;0;0;0;99;15;5
247;;"Грунтозацепы Крот";1600;0;0;0;0;0;0;98;12;3
248;;"Грунтозацепы МК-100";1600;0;0;0;0;0;0;99;12;2
249;;"Грунтозацепы 320x200 мм для мотокультиваторов МК-100";2240;0;0;0;0;0;0;99;12;0
250;;"Грунтозацепы 350x110 мм";2080;0;0;0;0;0;0;99;12;0
251;;"Грунтозацепы 350х130 мм для мотоблока НМБ-1 старой модификации";2080;0;0;0;0;0;0;99;15;-2
252;;"Грунтозацепы 500х130 мм для мотоблока НМБ-1 старой модификации";2100;0;0;0;0;0;0;99;15;-2
253;;"Грунтозацепы для мотоблоков Агрос, МТЗ Беларус";3200;0;0;0;0;0;0;98;20;4
254;;"Удлинители грунтозацепов для мотоблоков МБ";720;0;0;0;0;0;0;96;2.4;0
255;;"Картофелевыкапыватель КВ-3 для мотоблоков";990;0;0;0;0;0;0;98;5.2;0
256;;"Картофелевыкапыватель КВ-2 для мотокультиваторов";740;0;0;0;0;0;0;98;3.5;0
257;;"Щетка ЩМ-0,9 Торнадо для мотоблоков МКМ-3 Lander, Hitachi S169";21600;0;0;0;0;0;0;99;45;1
258;;"Щетка ЩМ-0,9 Торнадо для мотоблоков Агрос, МТЗ Беларус";22990;0;0;0;0;0;0;98;0;1
259;;"СМ-0,6 Мегалодон - Снегоуборщик для мотоблоков Нева, Ока, Lander и др.";13750;0;0;0;0;0;0;98;46;1
260;;"СМ-0,6 Мегалодон - Снегоуборщик для мотоблоков Салют";13990;0;0;0;0;0;0;99;46;2
261;;"СМ-0,6 Мегалодон - Снегоуборщик для мотоблоков Агрос (Агро), МТЗ Беларус";21250;0;0;0;0;0;0;101;54;3
262;;"СМ-0,6 Мегалодон - Снегоуборщик для мотоблока Угра";21250;0;0;0;0;0;0;96;54;0
263;;"Косилка КМ-0,5 Терминатор для мотоблоков Салют";11750;0;0;0;0;0;0;99;27;0
264;;"Косилка КМ-0,5 Терминатор для мотоблоков Агрос, МТЗ Беларус";14200;0;0;0;0;0;0;99;0;0
265;;"Роторная косилка «Заря» для мотоблоков МБ и МКМ-3 Lander";12990;13990;10490;0;0;0;1;90;33;2
266;;"Роторная косилка «Заря» для мотоблока Салют";13990;14500;10990;0;0;0;1;97;33;2
267;;"Роторная косилка «Заря-1» для мотоблока НМБ-1 Угра";15300;14990;14490;0;0;0;0;99;0;2
268;;"Переходник-адаптер для роторной косилки Заря к мотоблоку МКМ-3 Lander";600;0;0;0;0;0;0;99;2;0
1867;112932;"Электрический снегоуборщик AL-KO SnowLine 46 E";9390;0;0;0;0;1;0;0;0;0
269;;"Редуктор-переходник для роторной косилки Заря к мотоблокам МТЗ, Агрос";8400;0;0;0;0;1;0;99;0;0
270;;"Косилка Агрос сегментная";16500;0;0;0;0;0;0;99;0;0
271;;"Нож косилки Заря";100;0;0;0;0;0;0;67;0.02;0
272;;"Ось ножа (палец) косилки Заря";100;0;0;0;0;0;0;64;0.005;0
273;;"Лопата (отвал) для мотоблоков Нева, Ока, Lander, Каскад, Hitachi и др.";4700;0;0;0;0;0;0;97;28;0
274;;"Лопата (отвал) для мотоблоков Агро (Агрос), МТЗ Беларус";5920;0;0;0;0;0;0;99;25;0
275;;"Тележка ТПМ-350-2 для мотоблоков";13290;13300;0;0;0;0;0;99;0;0
276;;"Тележка ТПМ-350-1 для мотоблоков";15990;0;0;0;0;0;0;99;0;0
277;;"Тележка ТПМ-350-1 оцинкованная для мотоблоков";17200;0;0;0;0;1;0;97;0;0
278;;"Тележка ТПМ-350 для мотоблоков";16600;0;0;0;0;0;0;99;0;0
279;;"Тележка ТПМ-350 оцинкованная для мотоблоков";18100;0;0;0;0;0;0;96;0;0
280;;"Адаптер АПМ-350 с кузовом для мотоблоков";19900;0;0;0;0;0;0;97;0;1
281;;"Адаптер АПМ-350 без кузова для мотоблоков";17600;0;0;0;0;0;0;99;0;1
282;;"Насос водяной (помпа) НМЦ для мотоблоков МКМ-3 Lander";4000;0;0;0;0;0;0;99;6;0
284;;"Колесо резиновое 4,0х8 в сборе для мотоблоков и мотокультиваторов";2240;0;0;0;0;0;0;93;4.3;10
2210;60010111105;"Измельчитель Viking GB 370.2 без воронки";68090;0;0;0;0;1;0;99;0;0
285;;"Мотошина 4,0х8 (елочка) для мотоблоков";880;0;0;0;0;0;0;97;2.5;4
286;;"Мотошина 4,5х10 (елочка) для мотоблоков";1200;0;0;0;0;0;0;93;4;3
287;;"Колесо резиновое 5.0х10 в сборе для мотоблоков";4800;0;0;0;0;0;0;99;0;0
288;;"Диск колеса 4,0х8 для мотоблоков и мотокультиваторов - 4 отверстия под ступицу";640;0;0;0;0;0;0;98;1.4;0
289;;"Диск колеса 4,0х10 для мотоблоков и мотокультиваторов - 4 отверстия под ступицу";670;0;0;0;0;0;0;97;2.6;0
290;;"Камера колеса 4,0х8";240;0;0;0;0;0;0;89;0.15;0
291;;"Камера колеса 4,0х10, 4,5x10";270;0;0;0;0;0;0;72;0.2;0
927;9667290-32;"Аккумуляторная цепная пила Husqvarna 436 Li- 12 (в к-те с акк-ром Bli 110)";36290;0;0;0;0;0;0;99;0;1
294;;"Косилка КМ-0,5 Терминатор для мотоблоков типа МБ";11750;0;0;0;0;0;0;99;27;1
295;;"Насос водяной (помпа) НМЦ для мотоблоков типа МБ";4000;0;0;0;0;0;0;98;6;0
296;;"Насос водяной (помпа) НМЦ для мотоблоков Салют";4000;0;0;0;0;0;0;99;6;0
310;;"Полольники для мотокультиватора Тарпан";1680;0;0;0;0;0;0;98;5;0
311;;"СМ-0,6 Мегалодон - Снегоуборщик для мотоблоков Фаворит";15150;0;0;0;0;0;0;99;46;0
312;;"Лопата (отвал) для мотоблоков Салют, Фаворит";4800;0;0;0;0;0;0;98;18;0
313;;"Лопата (отвал) для мотоблоков НМБ-1 Угра";4960;0;0;0;0;0;0;96;18;0
314;;"Щетка ЩМ-0,9 Торнадо для мотоблоков Салют";21600;0;0;0;0;0;0;99;0;1
341;;"Ремень привода переднего хода мотоблоков Ока МБ-1, Каскад, Луч";200;0;0;0;0;0;0;89;0.1;0
315;;"Щетка ЩМ-0,9 Торнадо для мотоблоков НМБ-1 Угра";22500;18600;0;0;0;0;0;99;0;0
316;;"Щетка ЩМ-0,9 Торнадо для мотоблоков Фаворит";20990;18490;0;0;0;0;0;99;0;0
319;;"Косилка КМ-0,5 Терминатор для мотоблоков МКМ-3 Lander";11750;0;0;0;0;0;0;99;27;1
320;;"Косилка КМ-0,5 Терминатор для мотоблоков Фаворит";11750;0;0;0;0;0;0;99;27;0
321;;"Комплект культиваторов для мотоблоков МКМ-3 Lander, Салют";2720;0;0;0;0;0;0;99;5;1
322;;"Щетка ЩМ-0,9 Торнадо для мотоблоков Нева МБ-2, Ока МБ-1, Каскад, Луч";21600;0;0;0;0;0;0;99;0;1
324;;"Грунтозацепы 600 мм для мотоблоков типа МБ";2880;0;0;0;0;0;0;96;18;10
325;;"Грунтозацепы 500x200 мм для мотоблоков типа МБ";3120;0;0;0;0;0;0;96;18;9
327;;"Грунтозацепы 460x160 мм для мотоблоков типа МБ";2720;0;0;0;0;0;0;97;15;7
326;;"Грунтозацепы 425x200 мм для мотоблоков типа МБ";2720;0;0;0;0;0;0;98;18;8
328;;"Грунтозацепы 425 мм для мотоблоков типа МБ";2160;0;0;0;0;0;0;98;15;6
329;;"Грунтозацепы 500 мм для мотоблоков типа МБ";2480;0;0;0;0;0;0;98;15;5
330;;"Грунтозацепы Крот/МК-3";1600;0;0;0;0;0;0;98;8;2
331;;"Удлинители грунтозацепов для мотокультиваторов МКМ-2";720;0;0;0;0;0;0;99;2.5;-1
332;;"Удлинители грунтозацепов для мотокультиваторов Крот";720;0;0;0;0;0;0;97;2;-1
333;;"Нож культиватора - 1 шт. (левый;правый) для мотоблоков типа МБ";100;0;0;0;0;0;0;90;0.35;0
334;;"Шплинт (стопор) фрезы, колеса для мотоблоков SPLR 1042";100;0;0;0;0;0;0;53;0.05;-1
335;;"Рама с двумя замками СВ-2 для мотоблоков";1280;0;0;0;0;0;0;98;6;0
336;;"Шкворень для мотоблока";110;0;0;0;0;0;0;96;0.2;0
337;;"Бензиновый самоходный снегоуборщик Craftsman 88172";46990;0;0;0;0;0;0;99;0;4
338;;"Колесо резиновое 4,5х10 в сборе для мотоблоков и мотокультиваторов";2100;0;0;0;0;0;0;99;4.3;5
2212;60010111105к2;"Измельчитель Viking GB 370.2 с наклонной воронкой";83990;0;0;0;0;1;0;99;0;0
340;;"Ремень привода мотоблоков Нева МБ-2";200;0;0;0;0;0;0;89;0.1;0
342;;"Ремень привода заднего хода мотоблоков Ока МБ-1, Каскад, Луч";200;0;0;0;0;0;0;90;0.1;0
343;;"Ремень привода мотоблоков Салют";200;0;0;0;0;0;0;84;0.1;0
344;;"Ремень привода мотоблоков МКМ-3 Lander (Пахарь), Hitachi S169";200;0;0;0;0;0;0;93;0.1;0
345;;"Ремень привода мотокультиваторов МКМ-2 Lander";200;0;0;0;0;0;0;99;0.1;0
346;;"Ремень привода косилки КМ-0,5 Терминатор для мотоблоков Нева МБ-2, Ока МБ-1, Каскад, Луч";200;0;0;0;0;0;0;99;0.1;0
347;;"Ремень привода косилки КМ-0,5 Терминатор для мотоблоков Салют";200;0;0;0;0;0;0;99;0.1;0
348;;"Ремень привода косилки КМ-0,5 Терминатор для мотоблоков МКМ-3 Lander (Пахарь), Hitachi S169";200;0;0;0;0;0;0;99;0.1;0
349;;"Ремень привода косилки Заря для мотоблоков Нева МБ-2, Ока МБ-1, Каскад, Луч";200;0;0;0;0;0;0;95;0.1;0
350;;"Ремень привода косилки Заря для мотоблоков Салют";200;0;0;0;0;0;0;91;0.1;0
351;;"Ремень привода косилки Заря для мотоблоков МКМ-3 Lander (Пахарь), Hitachi S169";200;0;0;0;0;0;0;98;0.1;0
352;;"Ремень привода насоса НМЦ для мотоблоков Нева МБ-2, Ока МБ-1, Каскад, Луч";200;0;0;0;0;0;0;99;0.1;0
353;;"Ремень привода насоса НМЦ для мотоблоков Салют";200;0;0;0;0;0;0;99;0.1;0
354;;"Ремень привода насоса НМЦ для мотоблоков МКМ-3 Lander (Пахарь), Hitachi S169";200;0;0;0;0;0;0;99;0.1;0
355;;"Ремень привода снегоуборщика СМ-0,6 Мегалодон для мотоблоков Нева МБ-2";200;0;0;0;0;0;0;96;0.1;0
356;;"Ремень привода снегоуборщика СМ-0,6 Мегалодон для мотоблоков Ока МБ-1, Каскад, Луч";200;0;0;0;0;0;0;99;0.1;0
357;;"Ремень привода снегоуборщика СМ-0,6 Мегалодон для мотоблоков Салют";200;0;0;0;0;0;0;97;0.1;0
358;;"Ремень привода снегоуборщика СМ-0,6 Мегалодон для мотоблоков МКМ-3 Lander (Пахарь), Hitachi S169";200;0;0;0;0;0;0;99;0.1;0
359;;"Ремень привода щетки ЩМ-0,9 Торнадо для мотоблоков Нева МБ-2, Ока МБ-1, Каскад, Луч";200;0;0;0;0;0;0;99;0.1;0
360;;"Ремень привода щетки ЩМ-0,9 Торнадо для мотоблоков Салют";200;0;0;0;0;0;0;99;0.1;0
361;;"Ремень привода щетки ЩМ-0,9 Торнадо для мотоблоков МКМ-3 Lander (Пахарь), Hitachi S169";200;0;0;0;0;0;0;99;0.1;0
363;;"Бензиновый самоходный снегоуборщик Tsunami STA 6555 MW";24000;0;0;0;0;0;0;99;0;99
364;;"Бензиновый самоходный снегоуборщик MTD SMART M 56";50250;0;0;0;0;0;0;99;0;3
2350;;"Сцепка СВ-1/1 Vario для мотоблоков Caiman и Pubert Vario";1120;0;0;0;0;0;0;98;0;0
365;;"Бензиновый самоходный cнегоуборщик С65 Б6,5";45990;0;0;0;0;1;0;97;100;2
366;;"Мотошина 4,0х10 (шоссейная) для тележек серии ТПМ-350, адаптера АПМ-350";1990;0;0;0;0;0;0;88;6.5;3
392;;"Мотоблок НМБ-1Н5 Угра с двигателем Briggs&Stratton Intek I/C";42300;0;0;0;0;0;0;99;0;0
367;;"Колесо резиновое 5,0х6 в сборе для мотоблоков и мотокультиваторов";1600;0;0;0;0;0;0;99;0;9
2211;60010111105к;"Измельчитель Viking GB 370.2 с прямой воронкой";83090;0;0;0;0;1;0;99;0;0
1584;;"Комплект утяжелителей грунтозацепов 20кг";2800;0;0;0;0;1;0;99;20;0
368;;"Колесо резиновое 6,5х8 в сборе для мотоблоков и мотокультиваторов";3450;0;0;0;0;0;0;99;0;10
369;;"Мотошина 4,0х8 (елочка) Goodyear для мотоблоков";1500;0;0;0;0;0;0;101;2.5;4
2209;62900113101;"Аэратор бензиновый Viking LB 540";46590;0;0;0;0;1;0;99;0;0
370;;"Ступица колеса 4,0х8, 6,50x8, 5,0x6 - 4 отверстия";400;0;0;0;0;0;0;99;1;0
371;;"Диск колеса 4,0х10 для мотоблоков и мотокультиваторов - 5 отверстий под ступицу";670;0;0;0;0;0;0;100;2.6;0
372;;"Ступица колеса 4,0х10 - 5 отверстий";320;0;0;0;0;0;0;99;1;0
373;;"Мотоблок МКМ-3-DK7 Lander (Пахарь) с двигателем Dinking DK170F";33100;0;0;0;0;0;0;99;0;1
374;;"Бензиновый самоходный снегоуборщик С65 Б8";48900;0;0;0;0;0;0;99;100;1
375;;"Редуктор для мотоблока Нева МБ-2 в сборе";12500;0;0;0;0;0;0;0;19;0
376;;"Редуктор для мотоблоков МБ-1 Ока (Кадви), Каскад в сборе";11300;0;0;0;0;0;0;0;20;0
377;;"Редуктор для мотоблока Салют-5 в сборе";9600;0;0;0;0;0;0;-1;20;0
378;;"Редуктор для мотоблоков МКМ-3 Lander, Hitachi S169 в сборе";9600;0;0;0;0;0;0;0;20;0
379;;"Мотоблок Салют 5БС-1";31500;0;0;0;0;0;0;0;98;-1
380;;"Мотоблок Ghepard GX270";164900;0;0;0;0;1;0;0;0;-1
381;;"Мотоблок Ghepard CH395";154900;0;0;0;0;0;0;0;0;-1
382;;"Почвофреза для мотоблоков Ghepard";38800;0;0;0;0;0;0;99;0;0
383;;"Мотоблок Салют 5Р-5,0";28100;0;0;0;0;0;0;99;98;-1
384;;"Мотоблок Салют 5БС-6,0";28550;0;0;0;0;0;0;99;98;-1
385;;"Мотоблок Салют 5Л-6,5";23500;0;0;0;0;0;0;99;98;-1
386;;"Мотоблок Салют 5Х с двигателем Honda GC-160 (5 л.с.)";28990;0;0;0;0;0;0;99;98;-1
387;;"Мотоблок Салют 5Х с двигателем Honda GC-190 (6 л.с.)";30500;0;0;0;0;0;0;99;98;-1
388;;"Мотоблок Нева МБ-2К-7,5 с двигателем ДМ-1К";35990;0;0;0;0;0;0;99;110;-1
390;;"Мотоблок Нева МБ-3С-7,0 PRO с двигателем Subaru EX21";37990;0;37900;0;0;0;0;99;110;0
391;;"Мотоблок Нева МБ-23С-9,0 PRO с двигателем Subaru EX27 Premium";50990;0;48540;0;0;0;0;99;110;-1
394;;"Мотоблок Ока МБ-1Д1М10 с двигателем Lifan";29300;0;0;0;0;0;0;99;0;0
393;;"Мотоблок Ока МБ-1Д1М1 с двигателем ДМ-1К";28500;0;0;0;0;0;0;99;0;0
395;;"Мотоблок Ока МБ-1Д1М7 с двигателем Briggs&Stratton I/C 6,5";33990;0;0;0;0;0;0;99;0;0
396;;"Мотоблок Ока МБ-1Д1М6 с двигателем Mitsubishi";32300;0;0;0;0;0;0;99;0;0
397;;"Мотоблок Ока МБ-1Д1М11  с двигателем Briggs&Stratton Vanguard";32500;0;0;0;0;0;0;99;0;0
398;;"Мотоблок Ока МБ-1Д1М9 с двигателем Honda GX200";33300;0;0;0;0;0;0;99;0;0
399;;"Мотоблок НМБ-1Н1 Угра с двигателем ДМ-1М3";31300;0;0;0;0;0;0;99;0;0
400;;"Мотоблок НМБ-1Н13 Угра с двигателем Mitsubishi";40300;0;0;0;0;0;0;99;0;0
401;;"Мотоблок НМБ-1Н3 Угра с двигателем Briggs&Stratton Vanguard";42650;0;0;0;0;0;0;99;0;0
402;;"Мотоблок НМБ-1Н7 Угра с двигателем Lifan";37490;0;0;0;0;0;0;99;0;0
403;;"Мотоблок Каскад с двигателем ДМ1";33250;0;0;0;0;;;99;0;0
404;;"Мотоблок Каскад с двигателем B&amp;S I/C";34950;0;0;0;0;;;99;0;0
405;;"Мотоблок Каскад МБ61-12-02-01 с двигателем B&amp;S I/C";35880;0;0;0;0;0;0;99;0;0
