Код товара;Артикул;Наименование;Цена1;Цена2;Цена3;Цена4;Цена5;Новинка;Спецпредложение;Склад;Вес;Сортировка
237;;"Сцепка База для мотоблоков Салют, Фаворит";600;600;0;0;0;;;99;0;0
238;;"Сцепка МК-100";500;500;0;0;0;;;99;0;0
239;;"Сцепка МКМ-75";550;550;0;0;0;;;99;0;0
240;;"Сцепка Крот";600;600;0;0;0;;;99;0;0
241;;"Грунтозацепы 600 мм для мотоблоков Д=34 мм";2700;2700;0;0;0;0;0;99;0;10
242;;"Грунтозацепы 425x200 мм для мотоблоков Д=34 мм";2400;2400;0;0;0;0;0;99;0;8
243;;"Грунтозацепы 500x200 мм для мотоблоков Д=34 мм";2700;2700;0;0;0;0;0;99;0;9
244;;"Грунтозацепы 460x160 мм для мотоблоков Д=34 мм";2500;2500;0;0;0;0;0;99;0;7
245;;"Грунтозацепы 425 мм для мотоблоков Д=34 мм";1850;1850;0;0;0;0;0;99;0;6
246;;"Грунтозацепы 500 мм для мотоблоков Д=34 мм";2100;2100;0;0;0;0;0;99;0;5
247;;"Грунтозацепы Крот";1500;1500;0;0;0;0;0;99;0;3
248;;"Грунтозацепы МК-100";1500;1500;0;0;0;0;0;99;0;2
249;;"Грунтозацепы 320x200 мм для мотокультиваторов МК-100";2050;2050;0;0;0;;;99;0;0
250;;"Грунтозацепы 350x110 мм";1850;1850;0;0;0;;;99;0;0
251;;"Грунтозацепы 350х130 мм для мотоблока НМБ-1 старой модификации";1950;1950;0;0;0;0;0;99;0;-2
252;;"Грунтозацепы 500х130 мм для мотоблока НМБ-1 старой модификации";2100;2100;0;0;0;0;0;99;0;-2
253;;"Грунтозацепы для мотоблоков Агрос, МТЗ Беларус";2900;2900;0;0;0;0;0;99;0;4
254;;"Удлинители грунтозацепов для мотоблоков МБ";700;700;0;0;0;;;99;0;0
255;;"Картофелевыкапыватель КВ-3 для мотоблоков";1000;1000;0;0;0;;;99;0;0
256;;"Картофелевыкапыватель КВ-2 для мотокультиваторов";750;750;0;0;0;;;99;0;0
257;;"Щетка ЩМ-0,9 Торнадо для мотоблоков МКМ-3 Lander";19990;18490;0;0;0;;;99;0;0
258;;"Щетка ЩМ-0,9 Торнадо для мотоблоков Агрос, МТЗ Беларус";21400;18600;0;0;0;;;99;0;0
259;;"Снегоуборщик СМ-0,6 Мегалодон для мотоблоков типа МБ и МКМ-3 Lander";14700;14700;0;0;0;0;0;99;0;1
260;;"Снегоуборщик СМ-0,6 Мегалодон для мотоблоков Салют";14900;14900;0;0;0;;;99;0;0
261;;"Снегоуборщик СМ-0,6 Мегалодон двухконтурный для мотоблоков Агрос (Агро), МТЗ Беларус";20400;20400;0;0;0;;;99;0;0
262;;"Снегоуборщик СМ-0,6 Мегалодон двухконтурный для мотоблока НМБ-1 Угра";20400;20400;0;0;0;;;99;0;0
263;;"Косилка КМ-0,5 Терминатор для мотоблоков Салют";10700;10700;0;0;0;;;99;0;0
264;;"Косилка КМ-0,5 Терминатор для мотоблоков Агрос, МТЗ Беларус";14990;14990;0;0;0;;;99;0;0
265;;"Косилка роторная Заря для мотоблоков типа МБ и МКМ-3 Lander";13990;13990;0;0;0;;;99;0;0
266;;"Косилка роторная Заря для мотоблока Салют";14500;14500;0;0;0;;;99;0;0
267;;"Косилка роторная Заря-1 для мотоблока НМБ-1 Угра";14990;14990;0;0;0;;;99;0;0
268;;"Переходник-адаптер для роторной косилки Заря к мотоблоку МКМ-3 Lander";600;600;0;0;0;;;99;0;0
269;;"Редуктор-переходник ПМБ-1 для роторной косилки Заря к мотоблокам";8400;8400;0;0;0;;;99;0;0
270;;"Косилка Агрос сегментная";16500;16500;0;0;0;;;99;0;0
271;;"Нож косилки Заря";100;100;0;0;0;;;99;0;0
272;;"Ось ножа (палец) косилки Заря";100;100;0;0;0;;;99;0;0
273;;"Лопата (отвал) для мотоблоков типа МБ и МКМ-3 Lander";4700;4700;0;0;0;;;99;0;0
274;;"Лопата (отвал) для мотоблоков Агрос, МТЗ Беларус";5600;5600;0;0;0;;;99;0;0
275;;"Тележка ТПМ-350-2 для мотоблоков";13300;13300;0;0;0;;;99;0;0
276;;"Тележка ТПМ-350-1 для мотоблоков";13500;13500;0;0;0;;;99;0;0
277;;"Тележка ТПМ-350-1 оцинкованная для мотоблоков";14000;14000;0;0;0;;;99;0;0
278;;"Тележка ТПМ-350 для мотоблоков";14000;14000;0;0;0;;;99;0;0
279;;"Тележка ТПМ-350 оцинкованная для мотоблоков";14500;14500;0;0;0;;;99;0;0
280;;"Адаптер АПМ-350 с кузовом для мотоблоков";16500;16500;0;0;0;0;0;99;0;1
281;;"Адаптер АПМ-350 без кузова для мотоблоков";14500;14500;0;0;0;0;0;99;0;1
282;;"Насос водяной (помпа) НМЦ для мотоблоков МКМ-3 Lander";3800;3800;0;0;0;;;99;0;0
283;;"Переключатель скоростей для мотоблока МКМ-3 Lander";1300;1300;0;0;0;;;99;0;0
284;;"Колесо резиновое 4,0х8 для мотоблоков";2000;2000;0;0;0;;;99;0;0
285;;"Мотошина 4,0х8 (елочка) для мотоблоков";850;850;0;0;0;;;99;0;0
286;;"Мотошина 4,0х10 (елочка) для мотоблоков, тележек серии ТПМ-350,адаптера АПМ-350";1050;1050;0;0;0;;;99;0;0
287;;"Мотошина 4,5х10 (елочка)";1100;1100;0;0;0;;;99;0;0
288;;"Диск колеса 4,0х8 для мотоблоков";500;500;0;0;0;;;99;0;0
289;;"Диск колеса 4,0х10 для мотоблоков, тележек серии ТПМ-350, адаптера АПМ-350";600;600;0;0;0;;;99;0;0
290;;"Камера колеса 4,0х8";250;250;0;0;0;;;99;0;0
291;;"Камера колеса 4,0х10, 4,5x10";270;270;0;0;0;;;99;0;0
292;;"Шкворень для мотоблоков";150;150;0;0;0;;;99;0;0
294;;"Косилка КМ-0,5 Терминатор для мотоблоков типа МБ";10700;10700;0;0;0;0;0;99;0;1
295;;"Насос водяной (помпа) НМЦ для мотоблоков типа МБ";3800;3800;0;0;0;;;99;0;0
296;;"Насос водяной (помпа) НМЦ для мотоблоков Салют";3800;3800;0;0;0;;;99;0;0
310;;"Полольники для мотокультиватора Тарпан";1600;1600;0;0;0;;;99;0;0
311;;"Снегоуборщик СМ-0,6 Мегалодон для мотоблоков Фаворит";14900;14900;0;0;0;;;99;0;0
312;;"Лопата (отвал) для мотоблоков Салют, Фаворит";4700;4700;0;0;0;;;99;0;0
313;;"Лопата (отвал) для мотоблоков НМБ-1 Угра";4700;4700;0;0;0;;;99;0;0
314;;"Щетка ЩМ-0,9 Торнадо для мотоблоков Салют";19990;18490;0;0;0;;;99;0;0
315;;"Щетка ЩМ-0,9 Торнадо для мотоблоков НМБ-1 Угра";21400;18600;0;0;0;;;99;0;0
316;;"Щетка ЩМ-0,9 Торнадо для мотоблоков Фаворит";19990;18490;0;0;0;;;99;0;0
319;;"Косилка КМ-0,5 Терминатор для мотоблоков МКМ-3 Lander";10700;10700;0;0;0;;0;99;0;1
320;;"Косилка КМ-0,5 Терминатор для мотоблоков Фаворит";10700;10700;0;0;0;;;99;0;0
321;;"Комплект культиваторов для мотоблоков МКМ-3 Lander, Салют";2700;2700;0;0;0;0;0;99;0;1
322;;"Щетка ЩМ-0,9 Торнадо для мотоблоков типа МБ";19990;18490;0;0;0;0;0;99;0;1
324;;"Грунтозацепы 600 мм для мотоблоков Д=30 мм";2700;2700;0;0;0;0;0;99;0;10
325;;"Грунтозацепы 500x200 мм для мотоблоков Д=30 мм";2700;2700;0;0;0;;0;99;0;9
327;;"Грунтозацепы 460x160 мм для мотоблоков Д=30 мм";2500;2500;0;0;0;0;0;99;0;7
326;;"Грунтозацепы 425x200 мм для мотоблоков Д=30 мм";2400;2400;0;0;0;;0;99;0;8
328;;"Грунтозацепы 425 мм для мотоблоков Д=30 мм";1850;1850;0;0;0;;0;99;0;6
329;;"Грунтозацепы 500 мм для мотоблоков Д=30 мм";2100;2100;0;0;0;;0;99;0;5
330;;"Грунтозацепы Крот;МК-3";1500;1500;0;0;0;0;0;99;0;2
331;;"Удлинители грунтозацепов для мотокультиваторов МКМ-2";700;700;0;0;0;;0;99;0;-1
332;;"Удлинители грунтозацепов для мотокультиваторов Крот";700;700;0;0;0;;0;99;0;-1
333;;"Нож культиватора - 1 шт. (левый;правый) для мотоблоков типа МБ";90;90;0;0;0;;;99;0;0
334;;"Шплинт (стопор) фрезы, колеса для мотоблоков SPLR 1042";100;100;0;0;0;;0;99;0;-1
335;;"Рама с двумя замками СВ-2 для мотоблоков";1100;1100;0;0;0;;;99;0;0
336;;"Шкворень для мотоблока";100;0;0;0;0;;;0;0;0
