Код ID;Наименование;Краткое описание;Маленькая картинка;Подробное описание;Большая картинка;Склад;Цена1;Цена2;Цена3;Цена4;Цена5;Вес;Артикул;Кaтегория ID; Доп. каталоги;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение
;Бензиновый самоходный снегоуборщик Craftsman 88172;;;;;99;14500;0;0;0;0;0;;;;Тип;двухступенчатый;Двигатель;Craftsman;Объем двигателя, куб.см;179;Мощность, л.с.;5,5;Стартер;ручной + электрический от сети;Тип шнека;зазубренный;Ширина захвата, см;61;Колеса;13x4;Количество скоростей;6 вперед + 2 назад;Коробка передач;Вариатор;Регулировка направления выброса;рычаг выведен на руль;Масса, кг;86;;;;;;;;
