Артикул;Наименование;Краткое описание;Имя картинки;Подробное описание;Кол-во картинок;Остаток;Цена1;Цена2;Цена3;Цена4;Цена5;Вес;Ед.измерения;ISO;Category ID;Parent;Parameter1;Parameter2;Характеристика;Значение
ps_8947;"Комплект расходников 'Мини' для мотоблоков Мобил К МКМ-3 Lander";;;;0;0;;;;;;0;;RUR;minka001549;;;2;
